id,nombre,promedio,estado
2370,Gabriela Santos Olivares,4.17,Suspenso
2371,Andrés Mesa Pérez,6.4,Aprobado
2372,Ignacio Reina Campos,5.78,Aprobado
2373,Javier Ortiz Méndez,5.08,Aprobado
2374,Lourdes Gutiérrez Castaño,5.32,Aprobado
2375,Rebeca Ortiz Mora,3.77,Suspenso
2376,Silvia León Espinosa,5.27,Aprobado
2377,Julia Díaz Jiménez,5.0,Aprobado
2378,Isabel Campos Blanco,5.94,Aprobado
2379,Samuel Santos Valdés,5.12,Aprobado
2380,Juan Figueroa Cano,4.64,Suspenso
2381,Álex Delgado Vega,3.12,Suspenso
2382,Carlos Marín Montoya,3.2,Suspenso
2383,Camila Garrido Del Valle,5.58,Aprobado
2384,Juan Vallejo Reyes,3.98,Suspenso
2385,Isabel Campos Pardo,2.93,Suspenso
2386,Celeste Cordero Iglesias,6.28,Aprobado
2387,Carmen Valdés Medina,4.83,Suspenso
2388,Mateo Valdés Navalón,4.2,Suspenso
2389,Rebeca Gil Vela,5.8,Aprobado
2390,Andrés Pascual Rivas,6.03,Aprobado
2391,Benjamín Villar Pinto,4.72,Suspenso
2392,Pilar Romero Díaz,3.66,Suspenso
2393,Olga Ramos Blanco,4.3,Suspenso
2394,Judit Soler Rey,7.68,Aprobado
2395,Raúl Luna Lozano,4.03,Suspenso
2396,Valeria Méndez Palma,5.5,Aprobado
2397,Pilar Camacho Cordero,3.72,Suspenso
2398,Rafael Torres Valdés,4.3,Suspenso
2399,Verónica Román Ortiz,5.5,Aprobado
2400,Raquel Morales Estévez,4.63,Suspenso
2401,Héctor Torres López,4.45,Suspenso
2402,Rocío Alcaraz Segura,7.52,Aprobado
2403,Celeste Medina Correa,6.1,Aprobado
2404,Manuel Cuenca Fuentes,7.6,Aprobado
2405,Rosa Cordero Vargas,6.48,Aprobado
2406,Paula Vega Suárez,4.65,Suspenso
2407,Natalia Blanco Domínguez,4.95,Suspenso
2408,Esther Valdés Rey,2.68,Suspenso
2409,Verónica Cruz Conde,1.45,Suspenso
2410,Santiago Calvo Villalba,4.9,Suspenso
2411,Óscar Sánchez Villar,3.37,Suspenso
2412,Andrea Correa Navalón,6.83,Aprobado
2413,Tomás Ortiz Ramírez,7.02,Aprobado
2414,Noelia Pinto Domínguez,4.56,Suspenso
2415,Daniela Ortiz Cruz,4.08,Suspenso
2416,Francisco Palacios Rico,4.92,Suspenso
2417,Camila Rico Campos,4.87,Suspenso
2418,Olga Molina Flores,4.3,Suspenso
2419,Guillermo Reyes Gutiérrez,4.4,Suspenso
2420,Claudio Sierra Alemán,5.33,Aprobado
2421,Luis Gil Montoya,1.15,Suspenso
2422,Mónica Villalba Sierra,4.2,Suspenso
2423,Kevin Téllez Cano,5.28,Aprobado
2424,Victoria Cordero Arroyo,5.02,Aprobado
2425,Javier Caballero Rosales,4.5,Suspenso
2426,Gabriela Quintero Cuadrado,4.2,Suspenso
2427,María Cordero Herrero,5.27,Aprobado
2428,Pilar Pardo Jiménez,6.2,Aprobado
2429,Paula Arias Ramos,4.3,Suspenso
2430,Joaquín Carrasco Suárez,3.92,Suspenso
2431,Pablo Lozano Rico,4.53,Suspenso
2432,Carlos Montes Navalón,7.78,Aprobado
2433,Fabio Del Valle Gallardo,6.25,Aprobado
2434,Claudio León Mora,5.53,Aprobado
2435,Guillermo Espinosa Serrano,3.37,Suspenso
2436,Rita Reina Román,5.97,Aprobado
2437,Pilar Villalba Pizarro,3.73,Suspenso
2438,Julia Serrano Segura,7.8,Aprobado
2439,Olga Calderón Gutiérrez,6.92,Aprobado
2440,Manuel Garrido Pascual,3.65,Suspenso
2441,Judit León Calderón,4.9,Suspenso
2442,Rubén Méndez López,6.05,Aprobado
2443,Tomás Pascual Téllez,2.3,Suspenso
2444,Ángel Molina Rubio,4.13,Suspenso
2445,Rocío Palma Pinto,6.37,Aprobado
2446,Sofía Figueroa Rey,4.76,Suspenso
2447,Raquel Navarro Villalba,6.3,Aprobado
2448,Héctor Bravo Cebrián,7.58,Aprobado
2449,Fernando Álvarez Olivares,5.4,Aprobado
2450,Eva Vargas Prado,6.12,Aprobado
2451,Cristina Valdés Campos,5.25,Aprobado
2452,Gema Santos Jiménez,5.27,Aprobado
2453,Teresa Miranda Cordero,3.0,Suspenso
2454,Teresa Cordero Bravo,4.7,Suspenso
2455,Jorge Rey Luna,3.92,Suspenso
2456,Isabel Ramos Santos,5.08,Aprobado
2457,Rosa Morales Mora,4.48,Suspenso
2458,Alejandro Cuenca Sánchez,4.2,Suspenso
2459,Alba Pardo Benítez,7.06,Aprobado
2460,Pablo Salas Flores,7.77,Aprobado
2461,Fernando Domínguez Blanco,6.05,Aprobado
2462,Samuel Arroyo Santos,7.08,Aprobado
2463,Ernesto Pastor Rey,4.22,Suspenso
2464,Eva Prado Navarro,5.4,Aprobado
2465,Santiago Fuentes Vallejo,5.36,Aprobado
2466,Adela Mesa Gómez,5.2,Aprobado
2467,Gema Campos Ortiz,5.77,Aprobado
2468,Daniel Olivares Pinto,7.85,Aprobado
2469,Héctor Aguilar Durán,7.03,Aprobado
2470,Tomás Esteban Díaz,2.25,Suspenso
2471,César Palma Rey,6.23,Aprobado
2472,Eva Mora Serrano,7.03,Aprobado
2473,Nicolás Campos Gallardo,3.98,Suspenso
2474,Paula Gutiérrez Rosales,1.83,Suspenso
2475,Ana Pastor Medina,4.38,Suspenso
2476,Laura Espinosa Bermúdez,5.6,Aprobado
2477,Camila Medina Ramírez,5.9,Aprobado
2478,Isabel Fuentes Cordero,4.73,Suspenso
2479,Elisa Segura Quintero,6.12,Aprobado
2480,Valeria Navarro Marín,4.53,Suspenso
2481,Paula Pascual Sierra,4.75,Suspenso
2482,Nicolás Castaño Cordero,6.5,Aprobado
2483,Celeste Cruz Molina,6.73,Aprobado
2484,Pilar Domínguez Serrano,6.53,Aprobado
2485,Nicolás Pizarro Domínguez,4.75,Suspenso
2486,Óscar Cordero Pastor,5.2,Aprobado
2487,Teresa Lara Cebrián,2.8,Suspenso
2488,Julia Téllez Moreno,6.17,Aprobado
2489,Valeria Peña Cordero,6.88,Aprobado
2490,Gabriela Gil Palacios,4.12,Suspenso
2491,Sara Estévez Pacheco,6.32,Aprobado
2492,Pablo Ramírez Méndez,4.83,Suspenso
2493,Raúl Calvo Vicente,5.05,Aprobado
2494,Adrián Mora Martín,5.23,Aprobado
2495,Fabio Herrero Calderón,7.18,Aprobado
2496,Pablo Palma Aguilar,6.2,Aprobado
2497,María Román Zamora,5.32,Aprobado
2498,Irene Campos Prado,4.7,Suspenso
2499,Samuel Peña Pinto,5.58,Aprobado
2500,Noemí Miranda Jiménez,3.75,Suspenso
2501,Ana Pizarro Arias,5.14,Aprobado
2502,Clara Bueno Luna,4.97,Suspenso
2503,Pablo Martín Rico,3.73,Suspenso
2504,Gabriela Castaño Sánchez,2.57,Suspenso
2505,Raquel Camacho Vega,4.5,Suspenso
2506,Elisa Navarro Calderón,7.2,Aprobado
2507,Carmen Palma Correa,2.62,Suspenso
2508,Lucía Ferrer Palacios,7.75,Aprobado
2509,Mónica Mora Mesa,5.47,Aprobado
2510,Sofía Gallardo Cuenca,4.28,Suspenso
2511,Álex Arias Calderón,3.88,Suspenso
2512,Lidia Román Villalba,3.8,Suspenso
2513,Alba Suárez Herrera,6.9,Aprobado
2514,Lourdes Castaño Soto,2.93,Suspenso
2515,Julia Serrano Mora,6.6,Aprobado
2516,Valeria Gutiérrez Pérez,1.93,Suspenso
2517,Blanca Suárez Lara,6.68,Aprobado
2518,Laura Peralta Vega,1.93,Suspenso
2519,Tomás Pizarro Romero,4.88,Suspenso
2520,Santiago Prado Domínguez,2.5,Suspenso
2521,Ángel Mora Díaz,6.22,Aprobado
2522,Felipe Montoya Aguilar,4.64,Suspenso
2523,Paula Vargas Pérez,5.1,Aprobado
2524,Teresa Figueroa Vargas,4.52,Suspenso
2525,Tomás Osorio Vega,2.87,Suspenso
2526,Valeria Caballero Blanco,5.83,Aprobado
2527,Diego Villalba Carrillo,4.83,Suspenso
2528,Nuria Alemán Morales,4.37,Suspenso
2529,Ana Torres Alcaraz,5.38,Aprobado
2530,Claudio Del Valle Díaz,6.93,Aprobado
2531,Javier Mora Molina,6.7,Aprobado
2532,Rubén López Pérez de León,6.13,Aprobado
2533,Tomás López Díaz,6.77,Aprobado
2534,Adrián Campos Cuenca,6.42,Aprobado
2535,Rosa Santos Conde,3.56,Suspenso
2536,Esther Quintero Mesa,5.33,Aprobado
2537,Ana Peralta Herrera,5.2,Aprobado
2538,Diego Carrillo Marín,5.68,Aprobado
2539,Marta Ramos Pacheco,7.22,Aprobado
2540,Sofía Arroyo Alcaraz,6.97,Aprobado
2541,Valeria Pozo Bravo,5.3,Aprobado
2542,David Valverde Iglesias,3.8,Suspenso
2543,Valeria Cruz Rosales,5.58,Aprobado
2544,Elisa Gil Navalón,3.84,Suspenso
2545,Samuel Villar Zamora,4.2,Suspenso
2546,Camila Cuadrado Rosales,4.83,Suspenso
2547,Teresa Ramos Medina,5.32,Aprobado
2548,Patricia Correa Pérez,4.24,Suspenso
2549,Enrique Pizarro Durán,5.93,Aprobado
2550,Marta Domínguez Soler,5.57,Aprobado
2551,Marta Nieto Reyes,4.03,Suspenso
2552,Gabriela López Morales,5.3,Aprobado
2553,Natalia Garrido Navalón,4.4,Suspenso
2554,Manuel Vicente Carrasco,5.28,Aprobado
2555,Sara Pizarro Santos,5.57,Aprobado
2556,Lorena Reina Pizarro,3.95,Suspenso
2557,Rafael Alemán Conde,4.13,Suspenso
2558,Celeste Ramos Vega,5.08,Aprobado
2559,Daniel Flores Martín,4.23,Suspenso
2560,Alicia Domínguez Villar,5.6,Aprobado
2561,Irene Ruiz Cordero,3.74,Suspenso
2562,Paula Bermúdez Herrero,4.77,Suspenso
2563,Sergio Cuadrado Méndez,4.62,Suspenso
2564,Joaquín Álvarez Jiménez,6.45,Aprobado
2565,Felipe Martín Castaño,5.0,Aprobado
2566,Hugo Peralta Pérez de León,6.15,Aprobado
2567,Daniel Peña Ramos,5.4,Aprobado
2568,Pilar Aguilar Lara,3.22,Suspenso
2569,Celeste Del Valle Vega,4.67,Suspenso
2570,Víctor Pascual Peralta,5.02,Aprobado
2571,Paula Ramírez Cruz,5.14,Aprobado
2572,Camila Suárez López,5.43,Aprobado
2573,Isabel Mora Figueroa,3.32,Suspenso
2574,Mateo Ortiz Estévez,5.5,Aprobado
2575,Andrés Montoya Villalba,4.48,Suspenso
2576,Víctor Gil Herrero,5.02,Aprobado
2577,Verónica Hernández Salas,5.6,Aprobado
2578,Daniel Mora Carrasco,5.8,Aprobado
2579,Tomás Espinosa Quintero,7.4,Aprobado
2580,Alba Villalba Navarro,5.92,Aprobado
2581,Jorge Olivares Palma,4.62,Suspenso
2582,Hugo Quintero Cano,5.82,Aprobado
2583,Ernesto Palacios Delgado,3.66,Suspenso
2584,Clara Jiménez Campos,4.16,Suspenso
2585,Iván Gómez Navarro,4.93,Suspenso
2586,Gema Fuentes Gil,2.84,Suspenso
2587,Mireia Calderón Montoya,6.17,Aprobado
2588,Lidia Domínguez Téllez,3.44,Suspenso
2589,Lucas Rosales Pinto,6.72,Aprobado
2590,Beatriz Cordero Cebrián,5.98,Aprobado
2591,Andrés Mora Navalón,3.85,Suspenso
2592,Patricia Molina Méndez,7.13,Aprobado
2593,María Del Valle Bermúdez,3.62,Suspenso
2594,Nerea Cordero Cordero,5.98,Aprobado
2595,Héctor Alcaraz Rubio,3.02,Suspenso
2596,Verónica Méndez Pacheco,3.94,Suspenso
2597,Luis Ortiz Calvo,5.15,Aprobado
2598,Francisco Valverde Aranda,3.85,Suspenso
2599,Carlos Pérez Benítez,5.5,Aprobado
2600,Felipe Carrasco Vega,3.92,Suspenso
2601,Guillermo Figueroa Ramírez,5.68,Aprobado
2602,Pablo Reina Serrano,0.9,Suspenso
2603,Carmen Pacheco Aguilar,4.97,Suspenso
2604,Joaquín Esteban Rico,3.6,Suspenso
2605,Benjamín Calderón Serrano,5.45,Aprobado
2606,Ernesto León Quintero,7.5,Aprobado
2607,Alejandro Bermúdez Reyes,5.9,Aprobado
2608,Beatriz Rosales Soler,4.9,Suspenso
2609,Mateo Romero Bravo,6.53,Aprobado
2610,Ricardo Olivares Serrano,5.95,Aprobado
2611,Javier Ferrer Pizarro,6.8,Aprobado
2612,Álvaro Ferrer Aguilar,4.8,Suspenso
2613,Javier Espinosa Rico,4.16,Suspenso
2614,Héctor Gallardo Gómez,4.67,Suspenso
2615,Blanca Durán Flores,5.53,Aprobado
2616,Nicolás Gallardo Del Valle,4.25,Suspenso
2617,Patricia Rubio Campos,4.6,Suspenso
2618,Sergio Díaz Reyes,6.47,Aprobado
2619,Rebeca Calderón Aranda,3.33,Suspenso
2620,Rita Téllez Gutiérrez,4.4,Suspenso
2621,Lucía Mesa Romero,8.03,Aprobado
2622,Óscar Correa Luna,3.62,Suspenso
2623,Rubén Marín Domínguez,5.3,Aprobado
2624,Mateo León Santos,5.88,Aprobado
2625,Ernesto Herrera Calderón,4.65,Suspenso
2626,Pablo Camacho Cuadrado,7.67,Aprobado
2627,Candela Gil Pérez de León,5.63,Aprobado
2628,Mateo Peralta Miranda,6.23,Aprobado
2629,Natalia Domínguez Figueroa,7.3,Aprobado
2630,Lourdes Morales Conde,4.2,Suspenso
2631,Ángel Herrero Carrasco,5.05,Aprobado
2632,Natalia Iglesias Marín,2.67,Suspenso
2633,Fernando Ferrer López,5.2,Aprobado
2634,Lucía Cuadrado Cano,3.83,Suspenso
2635,Julia Méndez Gallardo,5.08,Aprobado
2636,Gabriela Cordero Carrillo,3.92,Suspenso
2637,Emilio Gil López,4.54,Suspenso
2638,Isabel Peña Conde,6.27,Aprobado
2639,Hugo Gil Ortiz,5.52,Aprobado
2640,Jorge Montes Calvo,5.72,Aprobado
2641,Pilar Montes Caballero,5.93,Aprobado
2642,Eva Segura Gil,6.9,Aprobado
2643,Lucas Arias Hernández,5.53,Aprobado
2644,Andrés Osorio Camacho,4.5,Suspenso
2645,Álex Morales Nieto,6.6,Aprobado
2646,Tomás Campos Carrasco,6.83,Aprobado
2647,Diego Pardo Téllez,5.93,Aprobado
2648,Teresa Quintero Ramírez,4.5,Suspenso
2649,Ismael Pinto Luna,7.7,Aprobado
2650,Álvaro Rivas Méndez,5.12,Aprobado
2651,Alba Martín Vela,6.14,Aprobado
2652,Esther Ortiz Sánchez,5.6,Aprobado
2653,Raquel Estévez Castaño,4.38,Suspenso
2654,Judit Blanco Ferrer,5.84,Aprobado
2655,Emilio Serrano Álvarez,4.08,Suspenso
2656,Emilio Vallejo Pastor,4.88,Suspenso
2657,Alberto Vicente Caballero,6.3,Aprobado
2658,Yolanda Herrero Serrano,5.2,Aprobado
2659,Teresa Aranda Pascual,2.98,Suspenso
2660,Hugo Ortiz Téllez,2.8,Suspenso
2661,Irene Osorio Estévez,3.04,Suspenso
2662,Ricardo Blanco Molina,3.63,Suspenso
2663,Nicolás Rubio Montes,2.62,Suspenso
2664,Álex Martín Herrero,6.2,Aprobado
2665,Benjamín Martín Cano,5.08,Aprobado
2666,Rocío Pérez de León Esteban,4.77,Suspenso
2667,Eva Téllez Osorio,6.38,Aprobado
2668,Claudio Palacios Conde,8.02,Aprobado
2669,Julia Montes Vallejo,4.78,Suspenso
2670,Rita Gómez Hernández,4.37,Suspenso
2671,Fabio Calvo Cuadrado,8.03,Aprobado
2672,Diego Palacios Rosales,7.28,Aprobado
2673,Judit Alcaraz Sánchez,7.33,Aprobado
2674,Verónica Benítez Mesa,4.8,Suspenso
2675,Valeria Pacheco Durán,2.7,Suspenso
2676,Pablo Alcaraz Quintero,4.97,Suspenso
2677,Silvia Morales Hernández,6.78,Aprobado
2678,Rafael Aranda Espinosa,6.1,Aprobado
2679,Joaquín Valverde Nieto,4.13,Suspenso
2680,Rubén López Luna,3.97,Suspenso
2681,Ricardo Lara Vela,4.26,Suspenso
2682,Alicia Villalba Caballero,4.15,Suspenso
2683,Iván Herrera Calderón,1.48,Suspenso
2684,Samuel Vargas Reyes,4.43,Suspenso
2685,Alejandro Durán Soto,5.77,Aprobado
2686,Judit Sánchez Palacios,5.8,Aprobado
2687,Laura Mora Calderón,7.97,Aprobado
2688,Celeste Suárez Montes,5.63,Aprobado
2689,Laura Santos Alcaraz,6.55,Aprobado
2690,Lourdes Miranda Mesa,2.83,Suspenso
2691,Santiago Lozano Esteban,3.77,Suspenso
2692,Ricardo Esteban Román,6.66,Aprobado
2693,Ernesto Gil Camacho,4.22,Suspenso
2694,Gabriela Campos Medina,5.53,Aprobado
2695,Raúl Pardo López,5.95,Aprobado
2696,Mario Palacios Vega,6.76,Aprobado
2697,Laura Montoya Alonso,4.1,Suspenso
2698,Camila Montoya Téllez,2.87,Suspenso
2699,Alba Palma Iglesias,4.75,Suspenso
2700,Mireia Esteban Cruz,6.17,Aprobado
2701,Raúl López Santos,6.83,Aprobado
2702,Claudio Gil Salas,5.55,Aprobado
2703,Samuel Vallejo Santos,4.57,Suspenso
2704,Óliver Herrera Téllez,5.74,Aprobado
2705,Pablo Villalba Mora,6.1,Aprobado
2706,Alberto Calderón Aguilar,6.3,Aprobado
2707,Iván Figueroa Lara,5.2,Aprobado
2708,Alba Delgado Cuenca,7.56,Aprobado
2709,Silvia Luna Bravo,5.2,Aprobado
2710,Felipe Cordero Peña,5.4,Aprobado
2711,Alba Salas Pastor,4.12,Suspenso
2712,Eva Molina Salas,4.55,Suspenso
2713,Noelia Pinto Soler,6.05,Aprobado
2714,Verónica Castaño Hernández,6.03,Aprobado
2715,Álvaro Santos Montoya,4.35,Suspenso
2716,Rebeca Campos Espinosa,5.48,Aprobado
2717,Ignacio Santos Garrido,3.73,Suspenso
2718,Santiago León Ruiz,5.65,Aprobado
2719,Felipe Torres Villar,5.9,Aprobado
2720,Lourdes Alonso López,2.02,Suspenso
2721,Francisco Caballero Cordero,5.57,Aprobado
2722,Sara Ortiz Correa,4.07,Suspenso
2723,Andrés Mora Peralta,3.25,Suspenso
2724,Verónica Navalón Suárez,6.44,Aprobado
2725,Judit Vicente Cordero,6.15,Aprobado
2726,Nicolás Correa Soto,3.87,Suspenso
2727,Irene Cuenca Torres,8.05,Aprobado
2728,Álvaro Peña Vargas,5.57,Aprobado
2729,Héctor Hernández Cruz,4.53,Suspenso
2730,Diego Alonso Caballero,6.7,Aprobado
2731,Teresa Rubio Cano,4.9,Suspenso
2732,Isabel Herrera Gallardo,5.38,Aprobado
2733,Nerea Santos Palma,7.85,Aprobado
2734,Mario Vela Palacios,4.84,Suspenso
2735,Noelia Vargas Serrano,6.04,Aprobado
2736,Óliver Herrero Gil,6.7,Aprobado
2737,Benjamín Fuentes Pardo,3.3,Suspenso
2738,Adrián Rey Navalón,5.0,Aprobado
2739,Iván Delgado Reyes,6.6,Aprobado
2740,Óscar Peralta Camacho,3.95,Suspenso
2741,Eva Zamora Marín,5.1,Aprobado
2742,Rubén Garrido Torres,7.18,Aprobado
2743,Verónica Salas Calvo,4.45,Suspenso
2744,Álex Díaz Rey,4.36,Suspenso
2745,Alberto Rubio Aguilar,7.58,Aprobado
2746,Paula Ortiz Mora,5.5,Aprobado
2747,Paula Serrano Sierra,4.35,Suspenso
2748,Jorge López Cuenca,5.87,Aprobado
2749,Diego Pérez de León Bueno,4.46,Suspenso
2750,Tomás Aranda Villalba,6.0,Aprobado
2751,Raúl Pastor Téllez,6.45,Aprobado
2752,Benjamín Rico Espinosa,4.47,Suspenso
2753,Lorena Estévez Delgado,3.26,Suspenso
2754,Rafael Castaño Pardo,4.2,Suspenso
2755,Mireia Fuentes Gutiérrez,4.9,Suspenso
2756,Pablo Román Pastor,1.67,Suspenso
2757,Claudio Cuenca Pastor,5.45,Aprobado
2758,Rubén Segura Jiménez,6.58,Aprobado
2759,Álex Blanco Martín,5.0,Aprobado
2760,Rosa Pascual Camacho,5.93,Aprobado
2761,Mario Molina Méndez,2.83,Suspenso
2762,Ernesto Bravo Rivas,2.87,Suspenso
2763,Beatriz Estévez Rosales,5.58,Aprobado
2764,Joaquín Peralta Montes,2.96,Suspenso
2765,Luis Morales Bermúdez,5.43,Aprobado
2766,Tomás Espinosa Bravo,6.83,Aprobado
2767,Raquel Gutiérrez Gallardo,4.98,Suspenso
2768,Kevin Cano Peralta,3.15,Suspenso
2769,Alicia Peralta Correa,2.7,Suspenso
2770,Diego Bermúdez Reyes,5.58,Aprobado
2771,Rubén Carrasco Valdés,7.22,Aprobado
2772,Daniel Reina Cordero,4.18,Suspenso
2773,Víctor Segura Reyes,5.25,Aprobado
2774,Alba Pizarro Miranda,4.65,Suspenso
2775,Óscar Cuenca Reyes,5.48,Aprobado
2776,Elena Salas Moreno,6.1,Aprobado
2777,Nuria Navarro Arias,6.03,Aprobado
2778,Camila Salas Osorio,5.72,Aprobado
2779,Laura Hernández Cano,6.2,Aprobado
2780,Emilio Torres Garrido,6.92,Aprobado
2781,Nerea Villalba Ferrer,5.8,Aprobado
2782,Óliver Bueno Pacheco,2.42,Suspenso
2783,Sara Moreno Medina,5.6,Aprobado
2784,Juan Pastor Herrero,4.8,Suspenso
2785,Benjamín Rubio Del Valle,7.47,Aprobado
2786,Raquel Cruz Campos,3.7,Suspenso
2787,Nicolás López Palacios,5.82,Aprobado
2788,Claudio Molina Jiménez,3.77,Suspenso
2789,Claudio Santos Soto,6.1,Aprobado
2790,Pablo Pérez de León Cano,3.78,Suspenso
2791,Eva Fuentes Rosales,4.25,Suspenso
2792,Ricardo Blanco Arroyo,3.5,Suspenso
2793,Paula Estévez Cordero,3.47,Suspenso
2794,Héctor Osorio Vargas,5.17,Aprobado
2795,Beatriz Álvarez Pozo,3.0,Suspenso
2796,Manuel Luna Delgado,5.68,Aprobado
2797,Kevin Navarro Peralta,5.93,Aprobado
2798,Santiago Sierra Peña,5.73,Aprobado
2799,Verónica Fuentes Blanco,6.0,Aprobado
2800,Jorge Aguilar Reina,7.1,Aprobado
2801,Mireia Romero Del Valle,4.12,Suspenso
2802,Yolanda Pozo Ferrer,5.8,Aprobado
2803,Álvaro Torres Alonso,5.22,Aprobado
2804,Tomás Segura Carrasco,3.28,Suspenso
2805,Emilio León Camacho,3.53,Suspenso
2806,Fabio Marín Vallejo,2.93,Suspenso
2807,Noelia Garrido Reyes,4.97,Suspenso
2808,Diego Serrano Alonso,4.53,Suspenso
2809,Tomás Correa Cano,5.93,Aprobado
2810,Luis Pardo Ramírez,6.03,Aprobado
2811,Raúl Ramos Medina,5.12,Aprobado
2812,Ricardo Pastor Gutiérrez,3.4,Suspenso
2813,Silvia Ramírez Rey,5.74,Aprobado
2814,Lorena Conde Sánchez,5.38,Aprobado
2815,Daniel Álvarez Lozano,4.82,Suspenso
2816,Álvaro Pérez Molina,5.45,Aprobado
2817,Lidia Ramos Mora,6.17,Aprobado
2818,Ernesto Espinosa Delgado,7.1,Aprobado
2819,María Peña Rosales,6.5,Aprobado
2820,Jorge Pozo Gómez,4.1,Suspenso
2821,Santiago Flores Durán,3.56,Suspenso
2822,Hugo Serrano Arias,4.42,Suspenso
2823,Marcos Navarro Romero,5.0,Aprobado
2824,Beatriz Vega Valdés,4.77,Suspenso
2825,César Pérez de León Segura,5.1,Aprobado
2826,Clara Román Villar,5.9,Aprobado
2827,Tomás Ramos Herrera,5.95,Aprobado
2828,Álvaro Villar Álvarez,6.47,Aprobado
2829,Juan Ramos Cano,5.38,Aprobado
2830,Ignacio Ferrer Alemán,4.67,Suspenso
2831,Tomás Zamora Quintero,5.7,Aprobado
2832,Emilio Esteban Delgado,3.75,Suspenso
2833,Juan López Gómez,3.37,Suspenso
2834,Francisco Herrera Palma,4.23,Suspenso
2835,Laura Gil Cuadrado,5.16,Aprobado
2836,Daniela Ramírez Rey,6.72,Aprobado
2837,Irene Arias Vicente,3.2,Suspenso
2838,Judit Montes López,6.93,Aprobado
2839,Pablo Delgado Torres,4.47,Suspenso
2840,David Suárez Castaño,6.46,Aprobado
2841,Andrés Lara Navarro,6.3,Aprobado
2842,Ignacio Pinto Méndez,3.12,Suspenso
2843,Óscar Carrillo Vallejo,4.98,Suspenso
2844,Judit Mora Quintero,4.84,Suspenso
2845,Blanca Serrano Cordero,5.75,Aprobado
2846,Silvia Gutiérrez Durán,4.67,Suspenso
2847,Raúl Pérez de León Román,3.48,Suspenso
2848,Carmen Ruiz Herrera,4.52,Suspenso
2849,Joaquín Bueno Rey,3.16,Suspenso
2850,Sara Lara Rico,3.07,Suspenso
2851,Blanca Torres Mora,2.94,Suspenso
2852,Benjamín Cordero Valdés,2.85,Suspenso
2853,Lucía Ortiz Herrero,3.0,Suspenso
2854,Olga Miranda Ramos,8.23,Aprobado
2855,Fernando Espinosa Bueno,4.92,Suspenso
2856,Blanca Prado Lara,3.0,Suspenso
2857,Adrián López Ortiz,6.97,Aprobado
2858,Esther Olivares Cebrián,7.2,Aprobado
2859,Tomás Garrido Villalba,3.64,Suspenso
2860,Emilio Reyes López,5.55,Aprobado
2861,Celeste Estévez Correa,5.12,Aprobado
2862,Pilar Nieto Mesa,4.52,Suspenso
2863,Mario Pozo Esteban,4.97,Suspenso
2864,Juan Hernández Campos,4.25,Suspenso
2865,Irene Camacho Iglesias,5.43,Aprobado
2866,Marcos Torres Estévez,6.02,Aprobado
2867,Marta Pacheco Moreno,4.1,Suspenso
2868,Samuel Vicente Díaz,6.77,Aprobado
2869,Rosa Molina Carrillo,3.37,Suspenso
2870,Hugo Ramírez Estévez,4.4,Suspenso
2871,Patricia Reyes Santos,6.12,Aprobado
2872,Benjamín Gil Figueroa,3.98,Suspenso
2873,Irene Rosales Jiménez,3.67,Suspenso
2874,Sara Navalón Ramos,5.13,Aprobado
2875,David Suárez Sánchez,4.72,Suspenso
2876,Elisa Ortiz Aguilar,5.68,Aprobado
2877,Santiago Caballero Peralta,6.56,Aprobado
2878,Emilio Cordero Pascual,2.82,Suspenso
2879,Óliver López Rey,7.16,Aprobado
2880,Eva Correa León,2.9,Suspenso
2881,Felipe Aguilar Aranda,5.04,Aprobado
2882,Santiago López Fuentes,3.33,Suspenso
2883,Lidia Navalón León,5.52,Aprobado
2884,Elena Alemán Pizarro,6.67,Aprobado
2885,Álex Iglesias Lara,6.02,Aprobado
2886,Laura Espinosa Méndez,2.43,Suspenso
2887,Lidia Calvo Moreno,5.83,Aprobado
2888,Noelia Arias Santos,3.64,Suspenso
2889,Alberto Pinto Pérez,3.97,Suspenso
2890,Victoria Medina Camacho,2.83,Suspenso
2891,Olga Domínguez Segura,4.5,Suspenso
2892,Fabio Villar Rey,4.67,Suspenso
2893,Yolanda Romero Reyes,4.62,Suspenso
2894,Álex Román Campos,5.97,Aprobado
2895,Sergio Martín Navarro,6.7,Aprobado
2896,Pablo Benítez Téllez,6.63,Aprobado
2897,Álvaro Bueno Esteban,6.3,Aprobado
2898,Enrique Palma Vicente,6.22,Aprobado
2899,Juan Lara Soto,3.57,Suspenso
2900,Ágata Villalba Vicente,4.47,Suspenso
2901,Joaquín Aranda Sánchez,5.95,Aprobado
2902,Ernesto Zamora Vela,6.47,Aprobado
2903,Adrián Rey Montoya,4.18,Suspenso
2904,Jorge López Nieto,6.27,Aprobado
2905,Claudio Mora Peralta,4.25,Suspenso
2906,Lucas Navalón Salas,6.38,Aprobado
2907,Pablo Blanco Díaz,5.23,Aprobado
2908,Cristina Jiménez Calderón,4.32,Suspenso
2909,Tomás León Calvo,6.83,Aprobado
2910,Candela Salas Herrero,5.67,Aprobado
2911,Rita Zamora Cano,5.35,Aprobado
2912,Marcos Domínguez Peralta,5.23,Aprobado
2913,Ismael Aranda Marín,2.95,Suspenso
2914,Tomás Salas Reyes,3.64,Suspenso
2915,Raúl Vela Mora,6.03,Aprobado
2916,Carmen Bermúdez Montes,4.02,Suspenso
